Textbox201,Textbox215,Textbox219,Textbox223,Textbox199,Textbox217,Textbox203,Textbox209,Textbox221
#Error,#Error,#Error,#Error,#Error,#Error,#Error,#Error,#Error

Department1,Responsible_Unit1,Operation_Number1,Operation__English_1,Operation_Type1,Modality1,Lending_Instrument1,Operation_Stage1,Team_Leader1,Clause_ID,Clause_Number,Contract_ID,SL_VW_CONTRACT_Operation_Number,UDR,Clause_Status__English_,Clause_Type__English_,B_Clause_Description,Clause_Submission_Date,Clause_Approved_Date,Clause_Original_Expiration_Date,Clause_Current_Expiration_Date,Days_Between_Approval_Date_and_Expiration_Date,Days_to_Expiration
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661301,4.01 (b),31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Documento con firmas autorizadas designadas por el Prestatario o en su caso el Organismo Ejecutor autenticado y aprobado.,12-Nov-2020,12-Nov-2020,29-Mar-2021,29-Mar-2021,137,-1911
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661303,4.01 (c),31510,4864/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Información de Cuentas Bancarias para depositar los desembolsos de Préstamo enviada por el representante autorizado.,02-Dec-2020,03-Dec-2020,29-Mar-2021,29-Mar-2021,116,-1911
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661304,4.01 (d),31510,4864/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Sistema de información financiera y estructura de control interno aprobados.,25-Nov-2020,03-Dec-2020,29-Mar-2021,29-Mar-2021,116,-1911
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701797,5.01 (c) - I Semestre 2026,31510,4864/OC-CR,CID/CCR,TRACK,Sectorial,Informe Semestral de Progreso,,,15-Aug-2026,15-Aug-2026,,54
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701799,5.01 (c) - I Semestre 2027,31510,4864/OC-CR,CID/CCR,TRACK,Sectorial,Informe Semestral de Progreso,,,15-Aug-2027,15-Aug-2027,,419
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701796,5.01 (c) - II Semestre 2025,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,30-Jan-2026,07-Apr-2026,15-Feb-2026,15-Feb-2026,-51,-127
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701798,5.01 (c) - II Semestre 2026,31510,4864/OC-CR,CID/CCR,TRACK,Sectorial,Informe Semestral de Progreso,,,15-Feb-2027,15-Feb-2027,,238
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",705314,5.02 (i),31510,4864/OC-CR,CID/CCR,TRACK,Financial,Informe Final Estados Financieros Auditados del Programa,,,29-Jan-2028,29-Jan-2028,,586
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701800,7.03,31510,4864/OC-CR,CID/CCR,FULFILLED,Financial,Informe de Auditoría Financiera Externa,30-Apr-2026,29-May-2026,30-Apr-2026,30-Apr-2026,-29,-53
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701801,7.03,31510,4864/OC-CR,CID/CCR,TRACK,Financial,Informe de Auditoria Financiera Externa,,,30-Apr-2027,30-Apr-2027,,312
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",665539,Artículo 7.03 (a),31510,4864/OC-CR,CID/CCR,FULFILLED,Financial,Informes de Auditoría Financiera Externa,29-Apr-2022,11-May-2022,30-Apr-2022,30-Apr-2022,-11,-1514
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",665542,Artículo 7.03 (a),31510,4864/OC-CR,CID/CCR,FULFILLED,Financial,Informes de Auditoría Financiera Externa,30-Apr-2025,27-May-2025,30-Apr-2025,30-Apr-2025,-27,-418
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",665541,Artículo 7.03 (a),31510,4864/OC-CR,CID/CCR,FULFILLED,Financial,Informes de Auditoría Financiera Externa,30-Apr-2024,03-May-2024,30-Apr-2024,30-Apr-2024,-3,-783
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",665540,Artículo 7.03 (a),31510,4864/OC-CR,CID/CCR,FULFILLED,Financial,Informes de Auditoría Financiera Externa,28-Apr-2023,28-Jun-2023,30-Apr-2023,30-Apr-2023,-59,-1149
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661988,Cláusula 4.07,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Mantenimiento: Reporte de Vigencia y estado de planes de mantenimiento de las obras.,28-Apr-2025,11-Dec-2025,31-Mar-2025,31-Mar-2025,-255,-448
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661987,Cláusula 4.07,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Mantenimiento: Reporte de Vigencia y estado de planes de mantenimiento de las obras.,10-Oct-2024,25-Oct-2024,31-Mar-2024,31-Mar-2024,-208,-813
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701681,Cláusula 4.07,31510,4864/OC-CR,CID/CCR,TRACK,Sectorial,Mantenimiento: Reporte de Vigencia y estado de planes de mantenimiento de las obras.,,,31-Mar-2027,31-Mar-2027,,282
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",701680,Cláusula 4.07,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Mantenimiento: Reporte de Vigencia y estado de planes de mantenimiento de las obras.,22-Jan-2026,12-May-2026,31-Mar-2026,31-Mar-2026,-42,-83
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661984,Cláusula 4.07,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Mantenimiento: Reporte de Vigencia y estado de planes de mantenimiento de las obras.,25-Jun-2021,01-Sep-2021,31-Mar-2021,31-Mar-2021,-154,-1909
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",662001,Cláusula 5.01,31510,4864/OC-CR,CID/CCR,TRACK,Sectorial,Informe Final de evaluación de Resultados de Préstamo,,,29-Nov-2025,29-Nov-2027,,525
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661990,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,24-Sep-2021,18-Nov-2021,15-Aug-2021,15-Aug-2021,-95,-1772
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661997,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,01-Mar-2025,02-Apr-2025,15-Feb-2025,15-Feb-2025,-46,-492
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661994,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,15-Aug-2023,31-Jan-2024,15-Aug-2023,15-Aug-2023,-169,-1042
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661998,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,31-Aug-2025,18-Sep-2025,15-Aug-2025,15-Aug-2025,-34,-311
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661993,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,15-Feb-2023,31-Jan-2024,15-Feb-2023,15-Feb-2023,-350,-1223
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661989,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,11-Jun-2021,24-Jun-2021,15-Feb-2021,15-Feb-2021,-129,-1953
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661996,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,01-Sep-2024,25-Oct-2024,15-Aug-2024,15-Aug-2024,-71,-676
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661992,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,29-Aug-2022,13-Nov-2022,15-Aug-2022,15-Aug-2022,-90,-1407
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661991,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,23-Feb-2022,07-Apr-2022,15-Feb-2022,15-Feb-2022,-51,-1588
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661995,Cláusula 5.01 (c) - S1,31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,24-Apr-2024,13-Sep-2024,15-Feb-2024,15-Feb-2024,-211,-858
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",662000,Cláusula 5.01 (e),31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial,Evaluación intermedia de resultados del Préstamo,17-Feb-2025,24-Feb-2025,29-Mar-2023,15-Aug-2024,-193,-676
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689278,2.04,35198,5823/OC-CR,CID/CCR,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,10-Jan-2029,10-Jan-2029,,933
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689283,3.01.i,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Plan de Adquisiciones prediales a satisfacción del Banco,03-Apr-2024,22-Apr-2024,05-Jul-2024,05-Jul-2024,74,-717
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689284,3.01.ii,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Conformación de la Unidad Ejecutora,03-Apr-2024,02-May-2024,05-Jul-2024,05-Jul-2024,64,-717
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689285,3.01.iii,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Borrador de pliegos para Licitación de la firma supervisora con No Objeción del Banco,05-Jul-2024,08-Jul-2024,05-Jul-2024,08-Jul-2024,0,-714
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689286,3.01.iv,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Reglamento Operativo y herramientas de gestión,02-Jul-2024,03-Jul-2024,05-Jul-2024,05-Jul-2024,2,-717
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689287,3.01.v,35198,5823/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Contratación del Gestor financiero,05-Jul-2024,08-Jul-2024,05-Jul-2024,08-Jul-2024,0,-714
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689279,4.01 (a),35198,5823/OC-CR,CID/CCR,FULFILLED,Legal Report,Informe Juridico,03-Apr-2024,12-Jun-2024,08-Jul-2024,08-Jul-2024,26,-714
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689280,4.01 (b),35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Designación de firmas autorizadas para desembolsos,22-Apr-2024,02-May-2024,08-Jul-2024,08-Jul-2024,67,-714
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689281,4.01 (c),35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Información sobre la cuenta bancaria,03-Apr-2024,22-Apr-2024,08-Jul-2024,08-Jul-2024,77,-714
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",689282,4.01 (d),35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Sistema de información financiera y control interno,07-Jun-2024,10-Jun-2024,08-Jul-2024,08-Jul-2024,28,-714
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",705316,4.08 (b),35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informe de Planes de Mantenimiento,,,31-Mar-2027,31-Mar-2027,,282
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",705317,4.08 (b),35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informe de Planes de Mantenimiento,,,31-Mar-2028,31-Mar-2028,,648
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",705315,4.08 (b),35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe de Planes de Mantenimiento,27-Feb-2026,31-Mar-2026,31-Mar-2026,31-Mar-2026,0,-83
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692682,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,26-Feb-2026,31-Mar-2026,15-Mar-2026,15-Mar-2026,-16,-99
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692688,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales de Progreso,,,15-Mar-2029,15-Mar-2029,,997
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692687,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales de Progreso,,,15-Sep-2028,15-Sep-2028,,816
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692684,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales de Progreso,,,15-Mar-2027,15-Mar-2027,,266
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692686,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales de Progreso,,,15-Mar-2028,15-Mar-2028,,632
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692683,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales de Progreso,,,15-Sep-2026,15-Sep-2026,,85
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692685,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales de Progreso,,,15-Sep-2027,15-Sep-2027,,450
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692679,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,04-Sep-2024,16-Sep-2024,15-Sep-2024,15-Sep-2024,-1,-645
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692680,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,03-Mar-2025,27-Mar-2025,15-Mar-2025,15-Mar-2025,-12,-464
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692681,5.01 (c) y 7.02,35198,5823/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales de Progreso,18-Aug-2025,11-Nov-2025,15-Sep-2025,15-Sep-2025,-57,-280
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",705319,5.02 (a),35198,5823/OC-CR,CID/CCR,TRACK,Financial,Informe Final Estados Financieros Auditados del Programa,,,10-May-2029,10-May-2029,,1053
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692692,5.02 y 7.03 (a),35198,5823/OC-CR,CID/CCR,TRACK,Financial,Informes de Auditoría Financiera Externa,,,30-Apr-2028,30-Apr-2028,,678
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692691,5.02 y 7.03 (a),35198,5823/OC-CR,CID/CCR,TRACK,Financial,Informes de Auditoría Financiera Externa,,,30-Apr-2027,30-Apr-2027,,312
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692693,5.02 y 7.03 (a),35198,5823/OC-CR,CID/CCR,TRACK,Financial,Informes de Auditoría Financiera Externa,,,30-Apr-2029,30-Apr-2029,,1043
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692690,5.02 y 7.03 (a),35198,5823/OC-CR,CID/CCR,FULFILLED,Financial,Informes de Auditoría Financiera Externa,28-Apr-2026,29-May-2026,30-Apr-2026,30-Apr-2026,-29,-53
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",692694,5.03 (a),35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informe de Evaluación Intermedia,,,11-Jul-2026,11-Jul-2026,,19
INE,INE/TSP,CR-L1151,Road Infrastructure and Urban Mobility Program: resilient connectivity,LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",705318,5.03 (b),35198,5823/OC-CR,CID/CCR,TRACK,Sectorial,Informe Evaluación Final de los Resultados del Programa,,,10-May-2029,10-May-2029,,1053
INE,INE/TSP,CR-T1285,Strengthening Operational and Institutional Aspects of the Transportation Sector in Costa Rica,TCP,,,DI,"ANSALDO, MARIANO PEDRO",695140,Eligibility Condition,36382,ATN/OC-21455-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,07-Jan-2025,09-Jan-2025,12-Mar-2025,12-Mar-2025,62,-467
INE,INE/TSP,CR-T1285,Strengthening Operational and Institutional Aspects of the Transportation Sector in Costa Rica,TCP,,,DI,"ANSALDO, MARIANO PEDRO",695137,Final Disbursement,36382,ATN/OC-21455-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,12-Dec-2026,12-Dec-2026,,173
INE,INE/TSP,CR-T1302,Strengthening capacities to promote resilience and environmental sustainability in the transport sector,TCP,,,DI,"ANSALDO, MARIANO PEDRO",702323,Elegibility Condition,37083,ATN/OC-22028-CR,CID/CCR,FULFILLED,Sectorial,Condition for Eligibility,27-Oct-2025,27-Oct-2025,27-Dec-2025,27-Dec-2025,61,-177
INE,INE/TSP,CR-T1302,Strengthening capacities to promote resilience and environmental sustainability in the transport sector,TCP,,,DI,"ANSALDO, MARIANO PEDRO",702342,Eligibility Condition,37083,ATN/OC-22028-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,28-Oct-2025,28-Oct-2025,23-Jan-2026,23-Jan-2026,87,-150
INE,INE/TSP,CR-T1302,Strengthening capacities to promote resilience and environmental sustainability in the transport sector,TCP,,,DI,"ANSALDO, MARIANO PEDRO",702322,Final Disbursement,37083,ATN/OC-22028-CR,CID/CCR,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,23-Oct-2027,23-Oct-2027,,488
INE,INE/TSP,CR-T1303,Support for the action development and implementation of the Building Information Modelling (BIM) roadmap for Costa Rica,TCP,,,DI,"ANSALDO, MARIANO PEDRO",700498,Eligibility Condition,36786,ATN/OC-21778-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,08-Aug-2025,08-Aug-2025,24-Oct-2025,24-Oct-2025,77,-241
INE,INE/TSP,CR-T1303,Support for the action development and implementation of the Building Information Modelling (BIM) roadmap for Costa Rica,TCP,,,DI,"ANSALDO, MARIANO PEDRO",700495,Final Disbursement,36786,ATN/OC-21778-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,24-Jul-2027,24-Jul-2027,,397
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705011,2.04,36949,ATN/WS-21927-CR,CID/CCR,TRACK,Financial,Last Disbursement / Plazo último desembolso,,,12-Nov-2028,12-Nov-2028,,874
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705416,3.01,36949,ATN/WS-21927-CR,CID/CCR,FULFILLED,Financial Prior Condition,Disponibilidad de recursos del Fondo Español de Agua y Saneamiento para realizar el desembolso.,03-Mar-2026,28-Apr-2026,12-May-2026,12-May-2026,14,-41
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705415,3.02(a),36949,ATN/WS-21927-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Aprobación y entrada en vigencia del Reglamento Operativo del Programa,27-Apr-2026,28-Apr-2026,12-May-2026,12-May-2026,14,-41
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705410,3.02(b),36949,ATN/WS-21927-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Conformación del equipo de ejecución mínimo (coordinador general y especialista administrativo-financiero),24-Feb-2026,28-Apr-2026,12-May-2026,12-May-2026,14,-41
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705013,5.02,36949,ATN/WS-21927-CR,CID/CCR,TRACK,Financial,Supervisión de la gestión financiera del Proyecto (Informe de Auditoría Financiera Externa),,,30-Apr-2027,30-Apr-2027,,312
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705014,5.02,36949,ATN/WS-21927-CR,CID/CCR,TRACK,Financial,Supervisión de la gestión financiera del Proyecto (Informe de Auditoría Financiera Externa),,,30-Apr-2028,30-Apr-2028,,678
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705012,5.02,36949,ATN/WS-21927-CR,CID/CCR,TRACK,Financial,Supervisión de la gestión financiera del Proyecto (Informe de Auditoría Financiera Externa),,,12-Mar-2029,12-Mar-2029,,994
INE,INE/WSA,CR-G1008,Support the rural component of the Water and Sanitation Program and the fulfillment of Sustainable Development Goal 6 through pilot projects in Costa Rica,IGR,,,DI,"ORTIZ STRADTMANN, SILVIA",705412,Artículo 3.01(a),36949,ATN/WS-21927-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Informe(s) jurídicos que validen las obligaciones del Beneficiario.,24-Feb-2026,28-Apr-2026,12-May-2026,12-May-2026,14,-41
